id;text_para;pre_na;pre_0
1181;And we will support the Ukrainian path towards EU membership.;NA;1
511185;There are four underlying reasons that can explain this trend.;NA;1
1159883;More information on the Official Journal of the European Union:;1;NA
635;To displace your inventors and your scholars into the trenches.;NA;NA
721759;The European Initiative for Growth and the Quick-Start Programme;NA;NA
1657695;Mergers: Commission clears acquisition of KM Group by KM Holdings;NA;NA
1698390;For more information: http://www.mareforum.com/mare_forum_2006.htm;1;NA
2097625;COMMISSION CLEARS GEC/THOMSON JOINT VENTURE IN NON-MILITARY SONARS;NA;NA
1402931;Employment should rise leading to a small decrease in unemployment;NA;NA
109343;These police officers must have the training to understand children.;NA;NA
1173325;Business to business contractual practices in the food supply chain,;NA;NA
1900469;Business to business contractual practices in the food supply chain,;NA;NA
1668999;Give your views on supporting social business with private investment;NA;NA
1057290;Online information about construction products to save time and money;NA;NA
1651934;Online information about construction products to save time and money;NA;NA
2057314;Online information about construction products to save time and money;NA;NA
285591;For every 1% increase of energy efficiency, gas imports fall by 2.6%.;NA;NA
72874;Protecting security and upholding fundamental rights go hand in hand.;NA;NA
1784178;What does the strategy foresee in terms of infrastructure development?;NA;NA
1943976;What does the strategy foresee in terms of infrastructure development?;NA;NA
1776102;2. Bolstering an open and fair rules-based multilateral trading system;NA;NA
1516256;Prof. W. Philip T. James Director, Rowett Research Institute, Aberdeen;1;NA
1966499;Road safety : Commission sends reasoned opinions to eight Member States;NA;NA
887100;European Commission adopts market measures to support EU wine producers;NA;NA
1954696;Commission proposes to allocate €44 million to the fight against torture;NA;NA
1161053;Requirements on safety monitoring and the reporting of adverse reactions;NA;NA
1899576;Requirements on safety monitoring and the reporting of adverse reactions;NA;NA
1126652;"Digital Agenda: New ""virtual liver"" technology helps detect liver tumours";NA;NA
1665355;"Digital Agenda: New ""virtual liver"" technology helps detect liver tumours";NA;NA
2059729;"Digital Agenda: New ""virtual liver"" technology helps detect liver tumours";NA;NA
1653834;80% of Europeans are concerned about the environmental impact of products;NA;NA
478172;In the immediate future, the following actions are particularly pressing:;NA;NA
448644;Publishing and the Ecology of European Research (PEER) Project Conference;NA;NA
1776107;7. Aiming for a more resilient international monetary and financial system;NA;NA
1060588;See also IP/13/847 (jobs), IP/13/882 (social rights) and IP/13/914 (banks).;1;NA
1480001;Kinnock supports increasing integration of disabled people in the Commission;NA;NA
2093492;Kinnock supports increasing integration of disabled people in the Commission;NA;NA
1682255;• Speech by Commissioner Kuneva 'Cross-border eCommerce in Europe', Brussels;NA;NA
1131717;Students, staff and capacity building in particular in neighbourhood countries;NA;NA
1049943;Area Aids - correction proposed for deficiencies in allocation of entitlements;NA;NA
1049982;Area Aids - correction proposed for deficiencies in allocation of entitlements;NA;NA
1937389;Third, Google obstructed the development of competing mobile operating systems.;NA;NA
2107847;EUROPEAN YEAR OF THE ENVIRONMENT : BETTER ENVIRONMENT AWARDS FOR INDUSTRY, 1987;NA;NA
1244529;The Northern Maritime Corridor, Interreg project, lead partner Rogaland, Norway;NA;NA
1656794;72,000 EU consumers helped by European Consumer Centres in 2012 – Annual Report;NA;NA
1404606;Commission welcomes inaugural meeting of European Regulators' Group in Telecoms;NA;NA
1975650;Commission welcomes inaugural meeting of European Regulators' Group in Telecoms;NA;NA
2088354;Commission welcomes inaugural meeting of European Regulators' Group in Telecoms;NA;NA
1803831;Statement by Commissioner Stylianides on protecting civilians inside Mosul, Iraq;NA;NA
1221528;"The digital library represents more than 370 corporate EU institutional authors;";NA;NA
1902886;"The digital library represents more than 370 corporate EU institutional authors;";NA;NA
90988;As I mentioned, digitalisation is fundamentally changing the financial landscape.;NA;NA
1676262;"• Speech by Commissioner Rehn ""Reinforcing EU Economic Governance"" – en rediffusion";NA;NA
1656457;"Speech by Commissioner Malmström: ""Fighting corruption: From intentions to results""";NA;NA
1672569;• Memo Air transport: Infringements concerning bilateral aviation agreements with Russia;NA;NA
532;This is not only a win for the EU and Europe.;NA;1
1696;The sooner we do it, the less painful it will be.;NA;1
1155;And I would like to thank you, Adrian, for being here.;NA;1
587057;It only remains for me to wish you an enjoyable evening.;NA;1
2387;In the meantime, I wish you all a very fruitful meeting.;NA;1
1689408;• Memo on Report on the Management of EU Funds in Bulgaria;NA;1
16646;We have to make sure you have the capacity to investigate.;NA;1
1552;One is to increase funding. The other is to decrease needs.;NA;1
504521;Let me mention the key elements of our future trade policy:;NA;NA
1114;I thought that Putin is surprised by what we have achieved.;NA;NA
775142;I am delighted to be here today to inaugurate Green Week 2002.;NA;NA
1655162;G8 Summit in Lough Erne: media accreditation is open until 6 May;NA;NA
1306094;Pictures of EU-funded fuel being delivered to hospitals in Gaza:;NA;NA
1306921;Pictures of EU-funded fuel being delivered to hospitals in Gaza:;NA;NA
1306931;Pictures of EU-funded fuel being delivered to hospitals in Gaza:;NA;NA
1307271;Pictures of EU-funded fuel being delivered to hospitals in Gaza:;NA;NA
1038418;The European Union confirms new support for trade in West Africa;NA;NA
2056752;The European Union confirms new support for trade in West Africa;NA;NA
1503388;III. Protection of the economic and monetary interests of the EU;NA;NA
560;It's amazing what they have achieved. With all the negotiations.;NA;NA
1547398;Website - EU Regional Trust Fund in Response to the Syrian Crisis;NA;NA
1550947;Website - EU Regional Trust Fund in Response to the Syrian Crisis;NA;NA
1068642;STRAUSS aims to enable fibre optic networks at more than 100Gbps.;NA;NA
1894824;STRAUSS aims to enable fibre optic networks at more than 100Gbps.;NA;NA
1135;So, I saw all these children and women, mainly, freezing, afraid.;NA;NA
1195048;The EU Action Plan in support of the Millennium Development Goals:;NA;NA
442130;Smart cities: making technology work for Europe in the 21st century;NA;NA
1550068;- poor access to financing and low digital skills in the workforce.;NA;NA
318392;This will be achieved by building an internal energy market, based:;NA;NA
1137786;Increasing the impact of EU Development Policy: an Agenda for Change;NA;NA
1898522;Increasing the impact of EU Development Policy: an Agenda for Change;NA;NA
94381;In future, this DNA of cooperation must spread throughout the world.;NA;NA
78888;I trust that this milestone resolution will be adopted on Wednesday.;NA;NA
1959764;EU approves new alternatives to animal testing of drugs and chemicals;NA;NA
1654127;László Andor: Tackling the jobs crisis in Greece: which ways forward?;NA;NA
1350830;The Commission has sent Ireland final written warnings in five cases:;NA;NA
1377401;Why Geographical Indications (GIs) are important - not only to the EU;NA;NA
769588;UK's draft Communications bill and the Community's audiovisual policy;NA;NA
1426816;The programme aims to tackle the problems with three main priorities:;NA;NA
1427016;The programme aims to tackle the problems with three main priorities:;NA;NA
1427107;The programme aims to tackle the problems with three main priorities:;NA;NA
2097669;EU REQUESTS CONSULTATIONS WITH THE US ON THE HELMS-BURTON LEGISLATION;NA;NA
1473513;Commission gives go-ahead to joint venture between Reuters and Equant;NA;NA
2092983;Commission gives go-ahead to joint venture between Reuters and Equant;NA;NA
1661993;"Memo ""Greenland's raw materials potential and the EU strategic needs""";NA;NA
1944580;There were 1.7 million fewer NEETs in the EU in 2019 compared to 2013.;NA;NA
199673;It stood against the very real threats of totalitarianism and anarchy.;NA;NA
1797300;EU-funded scientist among Nobel Prize winners in Physiology or Medicine;NA;NA
1403412;Table : R&D financing by sources of funds (%), latest available year(1);NA;NA
202894;By helping men and women to share caring responsibilities more equally.;NA;NA
1569;We see this in the ongoing catastrophic humanitarian situation in Gaza.;NA;NA
949763;Press release and report from UK Competition and Markets Authority (CMA);NA;NA
999099;Press release and report from UK Competition and Markets Authority (CMA);NA;NA
228786;1. Awareness remains the key for avoiding further spread of the disease.;NA;NA
706148;First, my very sincere congratulations to the President on his election.;NA;1
468458;Our predecessors successfully stood up to the challenges of their times.;NA;NA
354325;Cohesion Policy in the Visegrád Group: an essential ingredient for growth;NA;NA
2001422;Cohesion Policy in the Visegrád Group: an essential ingredient for growth;NA;NA
1935905;"Reaching peak annual power sector emissions of 170 megatons CO2e by 2030;";NA;NA
2384;I wholeheartedly thank you for your hard work, dedication and commitment.;NA;NA
1797097;EU and China set to conclude agreement to protect Geographical Indications;NA;NA
300085;But in general, any unnecessary or unjustified barriers should be stopped.;NA;NA
300139;But in general, any unnecessary or unjustified barriers should be stopped.;NA;NA
1805047;Excellency in reporting on diversity – a new European prize for journalists;NA;NA
978957;President Juncker proposes to tighten the Code of Conduct for Commissioners;NA;NA
1804754;President Juncker proposes to tighten the Code of Conduct for Commissioners;NA;NA
2054033;President Juncker proposes to tighten the Code of Conduct for Commissioners;NA;NA
1797416;The EU and the Sustainable Development Goals: Delivering on the 2030 Agenda;NA;NA
2098920;FORUM ON IMPROVING THE BUSINESS ENVIRONMENT - PARIS 19TH AND 20TH JUNE 1995;NA;NA
1950929;Commission clears acquisition of Landmark by NBC, Blackstone and Bain Capital;NA;NA
1123176;Commission to recover € 54.3 million of CAP expenditure from the Member States;NA;NA
1664520;Commission to recover € 54.3 million of CAP expenditure from the Member States;NA;NA
2059592;Commission to recover € 54.3 million of CAP expenditure from the Member States;NA;NA
1598236;"o 10 years minimum for household washing-machines and household washer-dryers;";NA;NA
27754;More than 200 orphan medicines have been authorised for rare disease patients.;NA;NA
1786158;Vice-President Schinas hosts high-level meeting with European religious leaders;NA;NA
1791600;Vice-President Schinas hosts high-level meeting with European religious leaders;NA;NA
340517;"2) Projects which are economically viable and with high socio-economic returns;";NA;NA
1408951;Responses to the questionnaire should reach the Commission by 30th October 2002.;NA;NA
1069783;Website of the EU Commissioner for Enlargement and European Neighbourhood Policy;NA;NA
1072907;Website of the EU Commissioner for Enlargement and European Neighbourhood Policy;NA;NA
1656507;European Commissioner of Maritime Affairs and Fisheries visits Azores and Madeira;NA;NA
263;Thirdly, the report outlines the next political programme for strategic foresight.;NA;NA
1393447;Commission Seeks New Environmental Partnership with the Union's Eastern Neighbours;NA;NA
2087720;Commission Seeks New Environmental Partnership with the Union's Eastern Neighbours;NA;NA
1501126;Launching a Global Business Dialogue :Business Round Table on Global Communications;NA;NA
2095030;Launching a Global Business Dialogue :Business Round Table on Global Communications;NA;NA
1105734;Associate Professor and Member of the Board, Estonian Information Technology College;NA;NA
1762916;Associate Professor and Member of the Board, Estonian Information Technology College;NA;NA
1945503;197 million mosquito nets distributed to protect children and families from malaria.;NA;NA
1354808;Eurobarometer : latest polls show likely low turnout in European Parliament elections;NA;NA
1965852;Eurobarometer : latest polls show likely low turnout in European Parliament elections;NA;NA
2085525;Eurobarometer : latest polls show likely low turnout in European Parliament elections;NA;NA
1722085;and suitable for mass production. Revising, as appropriate, regulations applicable in;NA;NA
1722152;and suitable for mass production. Revising, as appropriate, regulations applicable in;NA;NA
1799511;DiscoverEU: 12,000 travel passes available for 18-year-olds to explore Europe in 2019;NA;NA
